event_id,date,year,month,theater_standard,theater_raw,air_force,command_or_task_force,sub_region,mission_number,aircraft_models,has_claims,has_losses,has_casualties,event_text
EVT_19430114_03180,1943-01-14,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,"P-40, B-24, B-25",0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-25s strike motor transport near Gheiada, with P-40s providing cover.  B-24s fail, due to weather, to locate Sousse harbor (the primary target), but several bomb in the target area and along the road near Teboulba. In Libya, RAF Liberators, under the operational control of the IX Bomber Command, hit Tripoli, Tagiura and the supply dump at Misurata."
EVT_19430114_03181,1943-01-14,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,,,"C-47, B-26, P-38, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): The Casablanca Conference opens.  Prime Minister Churchill, President Roosevelt, and the Combined Chiefs of Staff discuss offensive actions in the Mediterranean and pledge to accept only unconditional surrender of the Axis countries. In Tunisia, 26 B-17s, with an escort of 17 P-38s, attack docks and shipping at Sfax; a total of 253 500-pound bombs are dropped from 23,400 feet.  B-26s, with fighter escort, attack the rail junction at Kalaa Srira and the junction and warehouse at Mahares.  Fighters fly reconnaissance, patrols and C-47 escort. Over the Mediterranean, B-25s, with P-38s, fly an anti-shipping sweep in the Straits of Sicily; no ships are sighted but vehicles and troop concentrations are strafed by the fighters on the return trip."
EVT_19430115_03188,1943-01-15,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, B-26, P-38, B-25",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-26s attack the railroad and highway bridge across Oued el Akarit, NNW of Gabes.  Escorting P-38s flight a long battle with enemy fighters; two B-26s and two P-38s are shot down.  Fighters fly several reconnaissance and patrol operations, intercept enemy aircraft attacking airfields in the Labasse area, and escort transport aircraft. In the Mediterranean, B-25s and B-26s fly three counter-shipping missions north and northeast off Tunisia, claiming one vessel left in flames.  Escorting fighters strafe trucks and claim two aircraft shot down. Nine Ju 88s escorted by four Mc 202s attack Thelepte Airfield; eight Ju 88s are shot down by P-40s of the 33d Fighter Group; AA gets the ninth Ju 88."
EVT_19430117_03201,1943-01-17,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"C-47, P-38, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-25s, with P-38 cover, attack the rail junction at Graiba. Fighters fly routine reconnaissance and patrols and escort C-47 missions. In the Mediterranean, B-25s on a shipping strike fail to locate any vessels and return with their bombs. HQ 52d Fighter Group transfers from Orleansville, Algeria to Telergma, Algeria. HQ 301st Bombardment Group (Heavy) and it's 353d Bombardment Squadron (Heavy), with B-17s, transfers from Biskra, Algeria to Ain M'lila, Algeria."
EVT_19430119_03213,1943-01-19,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,"B-25, B-24",0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-24s hit the harbor at Sousse. In Libya, B-24s hit the harbor at Tripoli while B-25s hit Castel Benito Airfield and motor transport on the road.  Ground forces regain contact with the enemy.  The coastal force reaches Homs while the southern column presses toward Tarhunah."
EVT_19430119_03214,1943-01-19,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"C-47, SPITFIRE, P-38, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s hit the industrial area just south of Tunis and the marshaling yard at Jabal al Jallud; P-38s provide cover.  B-25s hit Medenine and a nearby motor pool.  Fighters continue routine reconnaissance, patrol and C-47 escort missions. The 2d, 4th and 5th Fighter Squadrons, 51st Fighter Group with Spitfire Mk Vs, transfer from Orleansville, Algeria to Telergma, Algeria. 72 P-40Fs of the 325th Fighter Group are flown off the USS Ranger and land at Cazes Airdrome, Casablanca."
EVT_19430120_03222,1943-01-20,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"C-47, P-38, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s hit Cap Mangin near Gabes when cloud cover prevents bombing of the primary target, Tripoli, Libya.  Fighters continue reconnaissance and patrols, and C-47s continue transport flights with fighter cover. In the Mediterranean, six B-25s of the 310th Bombardment Group (Medium), escorted by 12 P-38s of the 14th Fighter Group, hit shipping in the Straits of Sicily sinking a tanker."
EVT_19430121_03228,1943-01-21,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,,,"C-47, B-26, P-38, A-20, P-39, B-25",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In the Mediterranean, six B-26s of the 319th Bombardment Group (Medium) hit two freighters northeast of Cape Bon, sinking one and damaging the other. The escorting P-38s shoot down two Z 1007 bombers and then mix it up with six Bf 109s, claiming three shot down but losing two P-38s. In Tunisia, B-25s bomb the highway and railroad bridge just north of Pont-du-Fahs.  Fighters fly bomber and C-47 escort and fly sweeps and reconnaissance, attacking and destroying a large number of trucks on the Gabes-Ben Gardane road.  A-20s and fighter escort bomb and strafe a tank and truck concentration near Ousseltia in support of elements of the US 1st Armored Division which begins the Allied assault in an effort to push the enemy back in the Ousseltia Valley into which a new enemy offensive under new German Commanding General, Colonel General von Arnim, has advanced in a four-day push.  24 P-38s find the Gabes-Medenine-Ben Gardane road crowded with traffic; they swept down and strafe, claiming 65 vehicles destroyed plus two Bf 109s destroyed in the air. A detachment of the 154th Observation Squadron, 68th Observation Group with P-39s begins operating from Youks-les-Bains, Algeria.  The squadron will fly its first combat mission as a tactical reconnaissance unit on 26 Jan."
EVT_19430123_03242,1943-01-23,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, B-26, P-38, A-20, P-39, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s, in two forces, hit the Bizerte naval base and shipping in the immediate area.  Much damage is done to base facilities and one motor vessel is sunk; 75 to 100 enemy fighters attack the formations, and the B-17s and escorting P-38s claim 20 destroyed; two P-38s are lost and four more are missing.  A-20s, and escorting P-40s, attack a heavy gun battery, machinegun nests, and two infantry companies while supporting ground forces in the battle area south of Ousseltia.  Fighters of the XII Air Support Command destroy over 20 vehicles on the Gabes-Ben Gardane highway. In the Mediterranean, B-26s hit shipping off northeastern Tunisia, attacking several vessels and claiming one destroyed; escorting fighters hit trucks and tanks near Enfidaville, Tunisia on the return flight. The 91st Fighter Squadron, 81st Fighter Group with P-39s transfers from Mediouna, French Morocco to Thelepte, Tunisia."
EVT_19430124_03247,1943-01-24,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,"P-40, B-24",0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) In Tunisia, B-24s strike Medenine Airfield while P-40s fly cover and fighter-bomber missions as Axis forces retreat westward from Tripoli. The 84th, 85th and 86th Fighter Squadrons, 79th Fighter Group with P-40s transfers from Egypt to Libya."
EVT_19430124_03248,1943-01-24,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"B-26, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-25s and B-26s, operating in two forces, attack Medenine Airfield; B-17s hit shipping in Sousse harbor; fighters escort bombers and attack vehicles and troop concentrations along the battleline."
EVT_19430125_03255,1943-01-25,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,C-47,0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, bad weather cancels heavy and medium bomber missions. Fighters fly reconnaissance, patrol and C-47 escort missions."
EVT_19430126_03263,1943-01-26,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,B-26,0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In the Mediterranean, B-26s on a shipping strike abort because of weather that limits air activity. In Tunisia, fighters fly reconnaissance and local patrol missions."
EVT_19430128_03274,1943-01-28,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"P-40, B-26, P-38, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, 60 heavy and medium bombers (B-17s, B-25s and B-26s) in three waves attack the harbor, shipping and marshaling yards at Sfax; all missions are escorted by P-38s.  P-40s of the XII Air Support Command attack infantry and artillery while supporting French and US ground forces in the Ousseltia Valley where the Allies gain control of the western exit and half of Kairouan Pass. HQ 320th Bombardment Group (Medium) and its 441st, 442d, 443d and 444th Bombardment Squadrons (Medium) with B-26s transfer from La Senia, Algeria to Tafaraoui, Algeria."
EVT_19430129_03279,1943-01-29,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"C-47, B-26, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, three consecutive waves of B-17s attack the docks and shipping at Bizerte while B-26s hit El Aouina Airfield.  Fighters escort the bombers and C-47s and carry out reconnaissance. In the Mediterranean, B-26s on a shipping strike between Tunisia and Sicily severely damage a cargo liner."
EVT_19430130_03284,1943-01-30,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"A-20, B-26, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, over 50 B-17s bomb the docks and shipping at Ferryville. B-25s hit railroad installations and warehouses at El Aouinet while B-26s bomb a railroad south of Reyville.  Fighters and A-20s carry out numerous strafing and bombing operations against tanks, motor transport and along the battleline between El Guettar and Faid."
EVT_19430131_03289,1943-01-31,1943,1,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Twelfth Air Force,,Tunisia,,"SPITFIRE, B-26, B-17",0,0,0,"WESTERN MEDITERRANEAN (Twelfth Air Force): In Tunisia, B-17s hit the harbor and shipping at Bizerte while B-26s bomb Gabes Airfield.  Fighters escort bombers and attack ground targets and furnish cover for ground forces along the battleline between Gafsa and Faid. With the conclusion of the Casablanca Conference, the 308th Fighter Squadron, 31st Fighter Group, which has been operating its Spitfire Mk Vs from Casablanca, returns to its base at Tafaraoui, Algeria."
EVT_19430703_03952,1943-07-03,1943,7,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,Sardinia,,"WELLINGTON, SPITFIRE, B-26, A-20, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) During the night of 2/3 Jul, Northwest African Strategic Air Force (NASAF) Wellingtons attack Olbia, Sardinia and Trapani, Sicily. The following day, B-17's and B-25's hit Chilivani, Italy, and the airfields at Monserrato and Alghero, Sardinia. In Sardinia, fighters hit radar stations at Pula and Alghero, while B-26's bomb the airfields at Milis and Capoterra. In Sicily, Northwest African Tactical Air Force (NATAF) A-20's hit the area around Marsala and airfields at Sciaccay and Trapani. The ground echelon of the 111th Reconnaissance Squadron (Fighter), 68th Reconnaissance Group transfers from Nouvion, Algeria to Tunis, Tunisia. The air echelon is at Korba, Tunisia. The 309th Fighter Squadron, 31st Fighter Group transfers with Spitfires transfers from Korba, Tunisia to Gozo Island, Malta."
EVT_19430714_04019,1943-07-14,1943,7,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,Sicily,,"WELLINGTON, C-47, SPITFIRE, B-26, P-51, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) In Sicily during the night of 13/14 Jul, Northwest African Strategic Air Force (NASAF) Wellingtons bomb Palermo and Messina, and C-47's drop paratroops in advance of Allied troops to secure a bridge at Primosole. Northwest African Tactical Air Force (NATAF) aircraft hit ammo dumps, trains, rail junctions, bridges, vehicle convoys, and other targets of opportunity in the Sicilian countryside, and bomb several town areas including Enna and Palermo during several raids throughout the night of 13/14 Jul and the following day. During the day, B-17's, B-26's, B-25's, and fighters hit Naples, Italy and Messina, Enna, Marsala, and Randazzo, and numerous targets of opportunity in Sicily. Northwest African Coastal Air Force (NACAF) continues sea patrols, reconnaissance, and convoy protection. On the ground in Sicily, British forces attempting to establish a bridgehead at the Primosole bridge on the Simeto River near Lentini continue to face strong opposition. The detachment of the 15th Photographic Squadron (Heavy), 3d Photo- graphic Reconnaissance and Mapping Group, operating from Le Kroub, Algeria with B-17's and F-5's returns to it's base at La Marsa, Tunisia. The air echelon of the 111th Reconnaissance Squadron (Fighter), 68th Reconnaissance Group, transfers from Korba, Tunisia to Ponte Olivo, Sicily with P-51's. The ground echelon will remain at Tunis, Tunisia until Friday. The 307th and 308th Fighter Squadrons, 31st Fighter Group, transfer with Spitfires from Gozo Island, Malta to Ponte Olivo, Sicily."
EVT_19430716_04030,1943-07-16,1943,7,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,,,"WELLINGTON, BEAUFIGHTER",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) During the night of 15/16 Jul, Northwest African Strategic Air Force (NASAF) Wellingtons bomb the dock, marshalling yards, and airfields at Vibo Valentia, Sicily and Crotone, Reggio di Calabria, and Villa San Giovanni, Italy, while Northwest African Tactical Air Force (NATAF) light and medium bombers carry out numerous missions against Randazzo, Sicily and roads in Sicily. During the day NATAF fighters, light and medium bombers bomb Valguarnera, Sicily and targets of opportunity in north central Sicily. On the ground in Sicily, British troops establish a bridgehead across the Simeto River. The ground echelon of the 111th Reconnaissance Squadron (Fighter), 68th Reconnaissance Group, transfers from Tunis, Tunisia to Ponte Olivo, Sicily joining the air echelon which arrived on Tuesday. The air echelon of the 414th Night Fighter Squadron, 2d Air Defense Wing, which has been training in England with Beaufighters, joins the ground echelon at Rerhaia, Algeria. The squadron will enter combat on 24 Jul."
EVT_19430723_04074,1943-07-23,1943,7,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,Italy,,"B-26, BEAUFIGHTER, A-20, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) Northwest African Strategic Air Force (NASAF) B-17's, B-25's, and B-26's bomb Leverano and Crotone, Italy, and Aquino Airfield, Sicily. In Sicily, Northwest African Tactical Air Force (NATAF) medium bombers and fighters bomb and strafe Misterbianco, transport in the Nicosia-Troina- Randazzo areas, and bridges and landing craft in the coastal area around Santo Stefano di Camastra and Orlando. On the ground in Sicily, the US Seventh Army mops up in W Sicily. The British Eighth Army's 30 Corps meets firm opposition as it moves E from Leonforte. HQ XII Bomber Command transfers from Constantine, Algeria to Tunis, Tunisia. The 97th Bombardment Squadron (Light), 47th Bombardment Group (Light) transfers with A-20's from Soliman, Tunisia to Malta. A detachment of the 414th Night Fighter Squadron, 2d Air Defense Wing, based at Rerhaia, Algeria begins operating from Protville, Tunisia with Beaufighters. The squadron will fly it's first combat mission tomorrow. A detachment of the 415th Night Fighter Squadron, 1st Air Defense Wing, based at Monastir, Tunisia begins operating from Protville, Tunisia with Beaufighters."
EVT_19430725_04091,1943-07-25,1943,7,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NATAF,,Sicily,,,0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) In Sicily, Northwest African Tactical Air Force (NATAF), medium and light bombers, and fighters during night and day raids, attack shipping and docks at Milazzo and in the Santo Stefano di Camastra-Orlando area, and hit roads and motor transport, bridges and armor concentration in the Orlando-Adrano-Troina-Nicosia areas. On the ground in Sicily, the US Seventh Army makes slow progress along the N coastal road, while the British Eighth Army's 30 Corps takes part in hard fighting in the Agira area. HQ 1st Air Defense Wing transfers from Sousse, Tunisia to Palermo, Sicily. This unit will be redesignated the 62d Fighter Wing on 7 Aug 43. HQ 14th Fighter Group transfers from El Bathan, Tunisia to Ste-Marie- du-Zit, Tunisia."
EVT_19430726_04099,1943-07-26,1943,7,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NATAF,,Sicily,,"C-47, B-26, P-38",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) In Sicily during the night of 25/26 Jul, Northwest African Tactical Air Force (NATAF) medium bombers attack Milazzo, Adrano, and Paterno; throughout the day light bombers hit Regalbuto at intervals, and fighter- bombers harrass shipping, rail, and road movements. Northwest African Strategic Air Force (NASAF) B-26's bomb the Marina di Paola, Italy marshalling yard. HQ 64th Troop Carrier Group and it's 16th, 17th, 18th and 35th Troop Carrier Squadrons transfer from Kairouan, Tunisia to El Djem, Tunisia with C-47's. The 7th Troop Carrier Squadron, 62d Troop Carrier Group, transfers from El Djem, Tunisia to Gourbrine, Tunisia with C-47's. The 37th Fighter Squadron, 14th Fighter Group, transfers from El Bathan, Tunisia to Ste-Marie-du-Zit, Tunisia with P-38's."
EVT_19430602_04689,1943-06-02,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,P-40,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) HQ 324th Fighter Group and it's 315th and 316th Fighter Squadrons with P-40's transfer from an unknown location in Tunisia to Kairouan, Tunisia."
EVT_19430602_04690,1943-06-02,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,,,"WELLINGTON, P-40, P-38, B-25",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) During the night of 1/2 Jun, Wellingtons of Northwest African Strategic Air Force (NASAF) hit Pantelleria Island in the Mediterranean and drop pamphlets on Naples, Italy. Fighters and medium bombers hit Pantelleria during the following morning and afternoon. P-38's attack the airfield at Milo, Sicily while P-40's strafe targets of opportunity in Sardinia. HQ 12th Bombardment Group (Medium) and it's 81st, 82d and 434th Bombardment Squadrons (Medium) with B-25's and HQ 340th Bombardment Group (Medium) transfer from Sfax, Tunisia to Hergla, Tunisia."
EVT_19430603_04696,1943-06-03,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,,,"WELLINGTON, P-40, P-38, B-25",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) Fighters, light and medium bombers of the Northwest African Strategic Air Force (NASAF) and Northwest Tactical Air Force NATAF) attack defended positions on Pantelleria Island in the Mediterranean following a raid on the town area and docks by Wellingtons during the night of 2/3 Jun. HQ 14th Fighter Group and it's 48th and 49th Fighter Squadrons with P-38's transfer from Telergma, Algeria to El Bathan, Tunisia. HQ 86th Bombardment Group (Dive) and it's 309th Bombardment Squadron (Dive) transfer with A-36's from La Senia, Algeria to Marnia, French Morocco. HQ 325th Fighter Group and it's 317th and 318th Fighter Squadrons transfer with P-40's from Montesquieu, Algeria to Souk-el-Khemis, Tunisia. The 83d Bombardment Squadron (Medium), 12th Bombardment Group (Medium) transfers with B-25's from Sfax, Tunisia to Hergla, Tunisia. The 154th Reconnaissance Squadron (Fighter), 68th Reconnaissance Group transfers with P-38/F-5s from Korba, Tunisia to Nouvion, Algeria. The 486th, 487th, 488th and 489th Bombardment Squadrons (Medium), 340th Bombardment Group (Medium) transfer with B-25's from Sfax, Tunisia to Hergla, Tunisia."
EVT_19430610_04739,1943-06-10,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Eighth Air Force,,,,P-40,0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) Following attacks during the night of 9/10 Jun by fighter-bombers, Northwest African Strategic Air Force (NASAF) and Northwest Tactical Air Force (NATAF) aircraft (fighters, and light, medium and heavy bombers) maintain all-day attacks on Pantelleria Island; over 1,000 sorties are flown. The 60th Fighter Squadron, 33d Fighter Group transfers with P-40's from Menzel Temime, Tunisia to Sousse, Tunisia."
EVT_19430616_04776,1943-06-16,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Eighth Air Force,,Italy,,C-47,0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) Northwest African Photographic Reconnaissance Wing continues coverage of areas of mainland Italy, Sicily, and Sardinia. HQ 313th Troop Carrier Group and it's 29th, 47th and 49th Troop Carrier Squadrons transfer with C-47's from Oujda, French Morocco to Kairouan, Tunisia."
EVT_19430618_04785,1943-06-18,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,P-40,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) HQ 324th Fighter Group and it's 314th, 315th and 316th Fighter Squadrons transfer with P-40's from Kairouan, Tunisia to El Haouaria, Tunisia."
EVT_19430618_04786,1943-06-18,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Seventh Air Force,,Italy,,"P-40, B-26, P-38, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) B-17's strike the Messina, Italy ferry slip and railroad yards while P-38's bomb the airfield at Milo, Sicily. B-26's and B-25's, with P-38 escort, hit docks and shipping at Olbia, Sardinia and shipping at Golfo Aranci, Italy. Northwest African Tactical Air Force (NATAF) and  Northwest African Coastal Air Force (NACAF) airplanes maintain patrol and reconnaissance flights. Northwest African Air Force (NAAF) aircraft claim over 40 aircraft destroyed. The 59th Fighter Squadron, 33d Fighter Group transfers with P-40's from Sousse, Tunisia to Pantelleria Island in the Mediterranean. The 429th Bombardment Squadron (Heavy), 2d Bombardment Group (Heavy) transfers with B-17's from Chateaudun-du-Rhumel, Algeria to Ain M'lila, Algeria."
EVT_19430619_04792,1943-06-19,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,Sicily,,"WELLINGTON, P-40, BEAUFIGHTER",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) During the night of 18/19 Jun, Northwest African Strategic Air Force (NASAF) Wellingtons bomb Syracuse, Sicily. Northwest Tactical Air Force (NATAF), Northwest African Coastal Air Force (NACAF), and Northwest African Photographic Reconnaissance Wing airplanes maintain patrols and reconnaissance over areas of N Africa, the Mediterranean, Sicily, Sardinia, and mainland Italy. HQ 33d Fighter Group transfers from Sousse, Tunisia to Pantelleria Island in the Mediterranean. HQ 325th Fighter Group and it's 318th and 319th Fighter Squadrons transfer with P-40's from Souk-el-Khemis, Tunisia to Mateur, Tunisia. The air echelon of the 415th Night Fighter Squadron, Twelfth Air Force with Beaufighters joins the ground echelon at La Senia, Algeria after training in England."
EVT_19430620_04796,1943-06-20,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,Sicily,,"WELLINGTON, C-47, B-26, P-38, P-51",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) Northwest African Strategic Air Force (NASAF) Wellingtons bomb Messina, Sicily during the night of 19/20 Jun. The following morning B-26's bomb the airfields at Milo, Castelvetrano, and Bo Rizzo, Sicily. The Northwest Tactical Air Force (NATAF) and Northwest African Coastal Air Force (NACAF) maintain patrols, reconnaissance, and convoy escort while the Northwest African Photographic Reconnaissance Wing continues coverage of areas in Sicily and mainland Italy. The 12th Photographic Squadron (Light), 3d Photographic Reconnaissance and Mapping Group transfers with F-5's from La Marsa, Tunisia to Ariana, Tunisia. The squadron has a detachment operating on Malta. The 48th Troop Carrier Squadron, 313th Troop Carrier Group transfers with C-47's from Oujda, French Morocco to Kairouan, Tunisia. The 94th Fighter Squadron, 1st Fighter Group transfers with P-38's from Chateaudun-du-Rhumel, Algeria to Mateur, Tunisia. The air echelon of the 111th Reconnaissance Squadron (Fighter), 68th Reconnaissance Group based at Nouvion, Algeria begins operating at Bou Ficha, Tunisia with P-51's. The 311th Bombardment Squadron (Dive), Twelfth Air Force transfers with A-36's from La Senia, Algeria to Sale, French Morocco. This squadron is attached to the Northwest African Training Command and trains A-36 pilots."
EVT_19430621_04803,1943-06-21,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Seventh Air Force,,Italy,,"WELLINGTON, P-40, C-47, B-17",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) In Italy, Wellingtons bomb Naples during the night of 20/21 Jun. The following day, B-17's hit the Naples railroad yards, Salerno marshalling yard and trestle, Battipaglia marshalling yard, and Cancello Arnone air depot. Fighters fly patrol, reconnaissance, and convoy escort. HQ 61st Troop Carrier Group and it's 59th Troop Carrier Squadron transfer with C-47's from Lourmel, French Morocco to Kairouan, Tunisia. HQ 480th Antisubmarine Group, AAF Antisubmarine Command is activated at Port Lyautey, French Morocco to control Antisubmarine Squadrons patrolling the Atlantic Ocean off Morocco. The 60th Fighter Squadron, 33d Fighter Group transfers with P-40's from Sousse, Tunisia to Pantelleria Island in the Mediterranean. The 317th Fighter Squadron, 325th Fighter Group transfers with P-40's from Souk-el-Khemis, Tunisia to Mateur, Tunisia."
EVT_19430626_04826,1943-06-26,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Eighth Air Force,,Italy,,"WELLINGTON, C-47, B-26, B-24",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) Wellingtons bomb the Bari, Italy oil refinery during the night of 25/26 Jun. HQ 314th Troop Carrier Group and it's 32d, 50th and 61st Troop Carrier Squadrons transfer with C-47's from Berguent, French Morocco to Kairouan, Tunisia. HQ 319th Bombardment Group (Medium) and it's 437th, 438th, 439th and 440th Bombardment Squadrons (Medium) transfer with B-26's from Sedrata, Algeria to Djedeida, Tunisia. The 10th Troop Carrier Squadron, 60th Troop Carrier Group transfers with C-47's from Thiersville, Algeria to El Djem, Tunisia. A detachment of the 68th Bombardment Squadron (Heavy), 44th Bombardment Group (Heavy) based at Shipdham, England begins operating from Benina, Libya with B-24's."
EVT_19430628_04839,1943-06-28,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,NASAF,,Sicily,,"WELLINGTON, C-47, P-40, B-26, P-38, B-24, P-39, B-25, B-17",0,0,0,"WESTERN MEDITERRANEAN (Northwest African Air Force) During the night of 27/28 Jun Northwest African Strategic Air Force (NASAF) Wellingtons bomb the Messina, Sicily marshalling yards and Villa San Giovanni, Italy. The following day, B-17's hit Leghorn, Italy, B-25's hit airfields near Olbia, Sardinia and Alghero, Sicily, B-26's attack the landing ground at Milis, Sardinia, and fighters hit the airfield at Decimomannu, Sardinia. HQ 60th Troop Carrier Group and it's 11th Troop Carrier Squadron transfer with C-47's from Thiersville, Algeria to El Djem, Tunisia. HQ 64th Troop Carrier Group and it's 16th, 17th and 35th Troop Carrier Squadrons transfer with C-47's from Blida, Algeria to Kairouan, Tunisia. ""A"" Flight of the 15th Photographic Squadron (Heavy), 3d Photographic Reconnaissance and Mapping Group transfers with F-5's from Le Kroub, Algeria to La Marsa, Tunisia. ""B"" and ""C"" Flights are still in the US. The 27th and 71st Fighter Squadrons, 1st Fighter Group transfer with P-38's from Chateaudun-du-Rhumel, Algeria to Mateur, Tunisia. The 58th Fighter Squadron, 33d Fighter Group transfers with P-40's from Menzel Temime, Tunisia to Pantelleria Island in the Mediterranean. The 66th and 67th Bombardment Squadrons (Heavy), 44th Bombardment Group (Heavy) based at Shipdham, England begin operating from Benina, Libya with B-24's. The 345th Fighter Squadron, 350th Fighter Group transfers with P-39's from Maison Blanche, Algeria to Bone, Algeria."
EVT_19430629_04843,1943-06-29,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Italy,,P-40,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) Royal Air Force (RAF) heavy bombers hit the airfield at Reggio di Calabria, Italy. P-40's patrol the sea off Cap Bon, Tunisia; there are no incidents."
EVT_19430630_04847,1943-06-30,1943,6,MTO,MEDITERRANEAN THEATER OF OPERATIONS,Ninth Air Force,,Tunisia,,P-40,0,0,0,"EASTERN MEDITERRANEAN (Ninth Air Force) P-40's fly escort for a sea rescue airplane 35 mi (56 km) N of Cap Bon, Tunisia."
